Nume,Pret vanzare (cu promotie),Descriere,Stoc numeric,Link produs,Imagine (principala),Categorie,Brand
Rochie Noa bej cu floricele,145.0,"Lasa-te cucerita de aerul vintage-romantic al rochiei noa, confectionata dintr-un amestec de in si vâscoza usor, respirabil si placut pe piele. imprimeul discret cu floricele pastelate pe fond beige creamy aduce un touch feminin delicat, perfect pentru zilele toride când vrei sa te simti racoroasa si chic.croiala midi lejera, talia usor marcata prin pense fine si pliuri frontale, plus sliturile laterale care dezvaluie subtil picioarele, creeaza o silueta fluida si relaxata. gulerul tip camasa si",1,https://ejolie.ro/product/rochie-noa-bej-cu-floricele,https://ejolie.ro/continut/produse/12206/1000/rochie-noa-bej-cu-floricele_101574.webp,Rochii de Zi,Trendya
Compleu Paloma tropical,540.0,"Intra direct în atmosfera unei vacante tropicale cu compleul paloma, alcatuit dintr-un top scurt off-shoulder cu mâneci bufante si o fusta maxi ampla, pe trei volane. imprimeul luxuriant, în tonuri vibrante de rosu corai, frunza de palmier si accente verzi, transforma fiecare aparitie într-o declaratie de stil plina de viata.topul elastic la umeri se aseazza confortabil, evidentiind liniile feminine, iar fusta lunga, fluida, se misca gratios la fiecare pas, datorita croielii lejere pe semiclos. ",1,https://ejolie.ro/product/compleu-paloma-tropical,https://ejolie.ro/continut/produse/12205/1000/compleu-paloma-tropical_101569.webp,Compleuri,Trendya
Compleu Siena bej,594.0,"Eleganta naturala si rafinament minimalist definesc compleul siena, creat dintr-un amestec de in care combina textura usor rustica cu o croiala moderna, structurata. acest set format din vesta lunga fara mâneci si fusta midi evazata este alegerea perfecta pentru o aparitie chic, fresh si feminina, ideala în zilele calduroase de primavara-vara.vesta este pusa în valoare de o linie cambrata subtil, nasturi statement si buzunare cu clapeta, aducând un aer sofisticat si contemporan. fusta midi, cu l",1,https://ejolie.ro/product/compleu-siena-bej,https://ejolie.ro/continut/produse/12204/1000/compleu-siena-bej_101567.webp,Compleuri,Trendya
Rochie Gaia fucsia cu imprimeu,445.5,"Emana feminitate si încredere cu rochia gaia, o piesa statement ce îmbina eleganta cu spiritul artistic. imprimeul hipnotizant, cu tonuri vibrante de roz, fucsia si accente de alb sidefat, transforma rochia într-o opera de arta purtabila, perfecta pentru evenimente speciale sau seri memorabile.croiala midi, cu fusta clos ampla si fluida, avantajeaza silueta si creeaza un joc armonios la fiecare pas. bustul este pus în valoare de un decolteu adânc în v, completat de un mic nod decorativ care adau",1,https://ejolie.ro/product/rochie-gaia-fucsia-cu-imprimeu,https://ejolie.ro/continut/produse/12203/1000/rochie-gaia-fucsia-cu-imprimeu_101561.webp,Rochii de Zi,Trendya
Pantaloni Aruna mov,297.0,"Pantaloni harem unisex cu tur relaxat, ideali pentru yoga si meditatiesimte libertatea miscarii si confortul absolut cu pantalonii aruna, creati pentru a-ti însoti momentele de yoga, meditatie sau relaxare. acesti pantaloni harem unisex au o croiala cu tur relaxat, oferind o linie simpla si un design minimalist, dar pastrând lejeritatea care permite miscari ample si naturale.realizati dintr-o tesatura din fibre de poliester de calitate, cu textura vizuala inspirata din inul natural, pantalonii a",1,https://ejolie.ro/product/pantaloni-aruna-mov,https://ejolie.ro/continut/produse/12202/1000/pantaloni-aruna-mov_101558.webp,Pantaloni,Trendya
Bluza Tara alba,256.5,"Bluza oversized unisex pentru yoga si relaxaredescopera libertatea absoluta cu bluza tara, o piesa oversized creata pentru a-ti oferi confort si lejeritate în fiecare moment. croiala unisex, cu umeri cazuti si mâneci largi, confera un look minimalist si modern, potrivit atât pentru femei, cât si pentru barbati. fabricata din amestec de in si vascoza, tara este perfecta ca bluza pentru yoga, meditatie sau pur si simplu pentru o tinuta casual relaxata.detaliile fine &ndash; gulerul rotund larg si ",1,https://ejolie.ro/product/bluza-tara-alba,https://ejolie.ro/continut/produse/12201/1000/bluza-tara-alba_101560.webp,Bluze | Camasi,Trendya
Pantaloni Ravi negri,324.0,"Pantaloni harem unisex pentru yoga, meditatie si relaxareexperimenteaza confortul absolut cu pantalonii ravi, creati special pentru a-ti sustine miscarea si a-ti oferi libertate totala. designul tip harem, cu talie elastica si snur ajustabil, transforma acesti pantaloni într-o piesa must-have pentru yoga, meditatie sau relaxare zilnica. croiala cu tur extins si insertiei tip gusset asigura flexibilitate optima. mansetele elastice la glezne completeaza un look modern si unisex, adaptabil oricarui",1,https://ejolie.ro/product/pantaloni-ravi-negri,https://ejolie.ro/continut/produse/12200/1000/pantaloni-ravi-negri_101547.webp,Pantaloni,Trendya
Rochie Celestia albastra,769.0,"Rochia celestia &ndash; rafinament atemporaleleganta capata o noua forma în rochia celestia, creata din tafta fixa cu luciu subtil, ce ofera structura si prestanta fiecarui pas. croiala clos, lejera si fluida, se potriveste de minune cu bustul cambrat si decolteul amplu tip bardot, împodobit cu aplicatii florale negre, realizate manual, ce adauga o nota aristocratica si spectaculoasa.rochia celestia este alegerea ideala pentru evenimente formale, baluri sau nunti, oferind o silueta eleganta si o",1,https://ejolie.ro/product/rochie-celestia-roz-12198,https://ejolie.ro/continut/produse/12198/1000/rochie-celestia-albastra_101182.webp,Rochii de ocazie,Trendya
Pantaloni Ramo bleu petrol,351.0,"Pantaloni cu pliuri arhitecturale &ndash; silueta structurata si elegantaacesti pantaloni statement impresioneaza prin croiala lor inovatoare si detaliile atent lucrate. elementul central este reprezentat de pliurile arhitecturale &ndash; frontale cu o forma precisa, aproape geometrica, care pleaca din talie si se curbeaza subtil spre exteriorul piciorului, creând un efect vizual tridimensional. aceasta constructie adauga un aer sofisticat si modern, oferind o silueta alungita si sculptata.desig",1,https://ejolie.ro/product/pantaloni-ramo-negri-12197,https://ejolie.ro/continut/produse/12197/1000/pantaloni-ramo-bleu-petrol_101176.webp,Pantaloni,Trendya
Rochie lunga Melisa bordo,1237.5,"Rochie lunga melisa bordo   - rochie lunga, din tesatura satinata, usor elastica- partea de sus prezinta corset- banderolele din zona mainilor nu se detaseaza- se inchide la spate cu siret si fermoar",1,https://ejolie.ro/product/rochie-lunga-melisa-neagra-12195,https://ejolie.ro/continut/produse/12195/1000/rochie-lunga-melisa-bordo_101362.webp,Rochii de ocazie,Ejolie
Rochie Nadira verde lime,498.75,"Rochie nadira verde lime   - rochie midi- tesatura elastica lycra- guler in v- maneca lunga accesorizata, din tull- se inchide cu fermoar la spate- accesorii nedetasabile- nu are jupa- compozitie: 100% poliester",1,https://ejolie.ro/product/rochie-nadira-rosie-12161,https://ejolie.ro/continut/produse/12161/1000/rochie-nadira-verde-lime_101448.webp,Rochii de ocazie,Ejolie
Pantaloni Ramo negri,351.0,"Pantaloni cu pliuri arhitecturale &ndash; silueta structurata si elegantaacesti pantaloni statement impresioneaza prin croiala lor inovatoare si detaliile atent lucrate. elementul central este reprezentat de pliurile arhitecturale &ndash; frontale cu o forma precisa, aproape geometrica, care pleaca din talie si se curbeaza subtil spre exteriorul piciorului, creând un efect vizual tridimensional. aceasta constructie adauga un aer sofisticat si modern, oferind o silueta alungita si sculptata.desig",1,https://ejolie.ro/product/rochie-7,https://ejolie.ro/continut/produse/12021/1000/pantaloni-ramo-negri_101168.webp,Pantaloni,Trendya
Rochie Misty neagra,675.0,"Rochia misty &ndash; senzualitate sculptatafiecare aparitie în misty este un statement &ndash; rafinata, îndrazneata si spectaculoasa. confectionata din tafta elastica cu luciu discret, aceasta rochie mini are un croi mulat care urmeaza linia corpului, punând în valoare silueta. bustul tip corset ofera sustinere si contur, în timp ce drapajul asimetric de pe sold adauga volum si miscare, echilibrând perfect lungimea scurta.manecile tip petala cazute de pe umeri creeaza un joc vizual senzual si r",1,https://ejolie.ro/product/rochie-8,https://ejolie.ro/continut/produse/12020/1000/rochie-misty-neagra_101166.webp,Rochii de ocazie,Trendya
Rochie Evia neagra,756.0,"Evia noir &ndash; eleganta atemporala o aparitie de neuitat începe cu o rochie statement. aceasta rochie midi neagra din tafta elastica impresioneaza prin silueta sofisticata, detaliile de inspiratie couture si atitudinea rafinata. bustul tip corset, cu baleine fine si cusaturi verticale, sustine si contureaza elegant linia bustului, creând un efect sculptural, feminin si sigur de sine.mânecile cazute adauga o nota senzuala si romantica, în timp ce fanta laterala dezvaluie subtil piciorul, pastr",1,https://ejolie.ro/product/rochie-9,https://ejolie.ro/continut/produse/12019/1000/rochie-evia-neagra_101164.webp,Rochii de ocazie,Trendya
Rochie Evia rosie,756.0,"Evia rouge &ndash; drama si pasiunerochia evia rouge este definita de forta culorii si delicatetea formei. rosul intens, regasit pe tafta elastica, accentueaza fluiditatea materialului si aduce în prim-plan o feminitate înflacarata. bustul tip corset creeaza o linie eleganta, în timp ce fanta subtila adauga un aer provocator, fara a depasi granitele elegantei. o alegere spectaculoasa pentru un eveniment de gala sau o cina de neuitat.detalii produs:material: tafta elastica, cu aspect satinatcroia",1,https://ejolie.ro/product/rochie-10,https://ejolie.ro/continut/produse/12018/1000/rochie-evia-rosie_101161.webp,Rochii de ocazie,Trendya
Rochie Misty rosie,675.0,"Rochia misty &ndash; senzualitate sculptatafiecare aparitie în misty este un statement &ndash; rafinata, îndrazneata si spectaculoasa. confectionata din tafta elastica cu luciu discret, aceasta rochie mini are un croi mulat care urmeaza linia corpului, punând în valoare silueta. bustul tip corset ofera sustinere si contur, în timp ce drapajul asimetric de pe sold adauga volum si miscare, echilibrând perfect lungimea scurta.manecile tip petala cazute de pe umeri creeaza un joc vizual senzual si r",1,https://ejolie.ro/product/rochie-11,https://ejolie.ro/continut/produse/12017/1000/rochie-misty-rosie_101159.webp,Rochii de ocazie,Trendya
Rochie Misty crem,675.0,"Rochia misty &ndash; senzualitate sculptatafiecare aparitie în misty este un statement &ndash; rafinata, îndrazneata si spectaculoasa. confectionata din tafta elastica cu luciu discret, aceasta rochie mini are un croi mulat care urmeaza linia corpului, punând în valoare silueta. bustul tip corset ofera sustinere si contur, în timp ce drapajul asimetric de pe sold adauga volum si miscare, echilibrând perfect lungimea scurta.manecile tip petala cazute de pe umeri creeaza un joc vizual senzual si r",1,https://ejolie.ro/product/rochie-12,https://ejolie.ro/continut/produse/12016/1000/rochie-misty-crem_101156.webp,Rochii de ocazie,Trendya
Rochie Evia crem,756.0,"Evia creme &ndash; gratie si luminadelicata, dar cu o prezenta memorabila, evia cr&egrave;me cucereste prin simplitatea sofisticata a culorii si designului. taftaua elastica adauga un luciu elegant, iar croiul cu bust tip corset subliniaza subtil talia si sustine o postura impecabila. nuanta crem este versatila si luminoasa, perfecta pentru evenimente diurne sau ceremonii elegante.detalii produs:material: tafta elastica, cu aspect satinatcroiala: lejera în partea inferioara, bust corsetatlungime",1,https://ejolie.ro/product/rochie-13,https://ejolie.ro/continut/produse/12015/1000/rochie-evia-crem_101152.webp,Rochii de ocazie,Trendya
Rochie Celestia roz,769.0,"Rochia celestia &ndash; rafinament atemporaleleganta capata o noua forma în rochia celestia, creata din tafta fixa cu luciu subtil, ce ofera structura si prestanta fiecarui pas. croiala clos, lejera si fluida, se potriveste de minune cu bustul cambrat si decolteul amplu tip bardot, împodobit cu aplicatii florale negre, realizate manual, ce adauga o nota aristocratica si spectaculoasa.rochia celestia este alegerea ideala pentru evenimente formale, baluri sau nunti, oferind o silueta eleganta si o",1,https://ejolie.ro/product/rochie-14,https://ejolie.ro/continut/produse/12014/1000/rochie-celestia-roz_101150.webp,Rochii de ocazie,Trendya
Rochie Sangmo crem cu imprimeu,639.0,"â¨ sangmo &ndash; lumina în miscare  sangmo este o celebrare a gratiei feminine, într-o forma fluida si luminoasa. realizata din voal pretioas, rochia surprinde prin imprimeul auriu subtil, ce pare pictat în miscare pe fondul crem diafan. croiala lejera este pusa în valoare de cordonul din talie, ce subliniaza silueta cu eleganta, în timp ce decolteul petrecut si mânecile vaporoase adauga o nota romantica si rafinata. sangmo e alegerea perfecta pentru momente speciale, în care vrei sa straluces",1,https://ejolie.ro/product/rochie-hazel-verde-lime,https://ejolie.ro/continut/produse/12013/1000/rochie-sangmo-crem-cu-imprimeu_101546.webp,Rochii de ocazie,Trendya
Rochie Zondra neagra cu franjuri,1199.0,"Rochie zondra neagra cu franjuri- rochie lunga cu bretele late tip maiou si franjuri aplicati- are decolteu rotund la baza gatului si cristale aplicate pe marginea acetuia- se incheie la spate cu fermoar ascuns- in partea din fata, in zona bustului, rochia are plasa de culoarea pielii, aplicata vertical pentru a oferi purtatoatei un aspect atragator- partea de jos a rochiei, respectiv fusta, prezinta mai multe randuri de franjuri aplicati oblic de sus pana jos- compozitie: 95% poliester, 5% licr",1,https://ejolie.ro/product/rochie-zondra-neagra-cu-franjuri,https://ejolie.ro/continut/produse/12000/1000/rochie-zondra-neagra-cu-franjuri_99790.webp,Rochii de ocazie,Ejolie
Rochie Dorina neagra,999.0,"Rochie dorina neagra  - rochie lunga, petrecuta in fata, cu margele aplicate tip franjuri- are maneci scurte, largi- se incheie la spate cu fermoar ascuns si este mulata pe talie- decolteul este petrecut si prezinta push-up- rochia are dublura/captuseala- compozitie: 100% poliester",1,https://ejolie.ro/product/rochie-doris-neagra,https://ejolie.ro/continut/produse/11995/1000/rochie-doris-neagra_99807.webp,Rochii de ocazie,Ejolie
Rochie Fatima neagra cu imprimeu floral,559.3,"Rochia fatima neagra cu imprimeu floral- rochie din tafta de lungime midi- manecile sunt scurte, bufante si cu rijelina- decolteul este in v, atat in fata cat si la spate- rochia se incheie la spate cu fermoar ascuns- partea de jos, fusta, are pliuri late si buzunare laterale- nu are jupacompozitie: 100% poliester",1,https://ejolie.ro/product/rochie-fatima-neagra-cu-alb-11993,https://ejolie.ro/continut/produse/11993/1000/rochie-fatima-neagra-cu-imprimeu-floral_99812.webp,Rochii de ocazie,Ejolie
Rochie Isra verde,584.35,"Rochie isra verde- este o rochie de lungime midi, din material usor creponat, satinat, lucios- rochia este fixa in talie- are o singura maneca iar pe umar sunt aplicate flori din material textil, detasabile- partea de sus prezinta dublura iar zona bustului are push-up- in zona fustei, rochia are jupa- se incheie lateral cu fermoar ascuns- compozitie: 100% poliester",1,https://ejolie.ro/product/rochie-isra-albastra-11959,https://ejolie.ro/continut/produse/11959/1000/rochie-isra-verde_99923.webp,Outlet,Ejolie
Camasa Bianca neagra,326.83,"Camasa bianca neagra - camasa subtire, vaporoasa, cu maneci lungi- se incheie cu nasturi pana in zona taliei si are lateral un fermoar ascuns- in zona taliei, exista un surplus de material, incretit la cusaturile laterale, pentru un surplus de volum- in partea de jos, camasa formeaza doua randuri de volane- compozitie: 100% poliester",1,https://ejolie.ro/product/camasa-bianca-neagra-cu-accesoriu-trandafir,https://ejolie.ro/continut/produse/11908/1000/camasa-bianca-neagra-cu-accesoriu-trandafir_100075.webp,Outlet,Ejolie
Rochie Octavia ivoar,636.0,"Rochie octavia ivoaraceasta rochie sofisticata este alegerea perfecta pentru ocazii speciale, cum ar fi nunti, petreceri sau evenimente formale. confectionata din tafta elastica, rochia are un design rafinat, evidentiat de croiala tip creion care flateaza silueta.caracteristici:&bull;culoare: ivoar elegant&bull;croiala: tip creion, midi&bull;design cu umeri goi si detaliu cape pentru un look sofisticat&bull;manusi lungi detasabile, din tull transparent, pentru un efect delicat&bull;material: taf",1,https://ejolie.ro/product/rochie-octavia-neagra-11905,https://ejolie.ro/continut/produse/11905/1000/rochie-octavia-ivoar_99282.webp,Rochii de ocazie,Trendya
Rochie Anna alba,418.5,"Rochie anna alba- stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbierochia anna este o alegere ideala pentru un look elegant si rafinat. cu un croi mulat ce evidentiaza silueta, rochia are un decolteu rotund si o lungime midi care ofera un echilibru perfect între sofisticare si feminitate. fabricata din material de calitate, rochia se asaza perfect pe corp si poate fi purtata cu sacoul tip capa pe",1,https://ejolie.ro/product/rochie-anna-kaki-11904,https://ejolie.ro/continut/produse/11904/1000/rochie-anna-alba_99284.webp,Rochii de Zi,Trendya
Rochie Octavia neagra,636.0,"Rochie octavia neagra   aceasta rochie sofisticata este alegerea perfecta pentru ocazii speciale, cum ar fi nunti, petreceri sau evenimente formale. confectionata din tafta elastica, rochia are un design rafinat, evidentiat de croiala tip creion care flateaza silueta.caracteristici:&bull;culoare: negru clasic&bull;croiala: tip creion, midi&bull;design cu umeri goi si detaliu cape pentru un look sofisticat&bull;manusi lungi detasabile, din tull transparent, pentru un efect delicat&bull;material: ",1,https://ejolie.ro/product/rochie-octavia-neagra,https://ejolie.ro/continut/produse/11903/1000/rochie-octavia-neagra_99289.webp,Rochii de ocazie,Trendya
Rochie Lilith ivoar,567.0,"Rochie lilith ivoar   aceasta rochie sofisticata este alegerea perfecta pentru ocazii speciale, cum ar fi nunti, petreceri sau evenimente formale. confectionata din tafta elastica si dantela brodata, rochia are un design rafinat, evidentiat de croiala tip closcaracteristici:&bull;culoare: ivoar cu broderie albastra si maro&bull;croiala: clos, midi&bull;mâneci trei sferturi transparente, din dantela brodata, pentru un efect delicat&bull;material: tafta elastica si dantela brodata&bull;închidere d",1,https://ejolie.ro/product/rochie-lilith-ivoar,https://ejolie.ro/continut/produse/11902/1000/rochie-lilith-ivoar_99296.webp,Rochii de ocazie,Trendya
Sacou Elina alb,526.5,"Sacou tip capa alb &ndash; o piesa statement pentru un look sofisticat. confectionat din tesatura barbie, cu un croi impecabil si umeri bine definiti, acest sacou ofera un aer rafinat si modern. se asaza elegant peste umeri, oferind o nota de noblete si feminitate. se închide discret în fata si este perfect pentru evenimente speciale.",1,https://ejolie.ro/product/sacou-elina-alb,https://ejolie.ro/continut/produse/11901/1000/sacou-elina-alb_99562.webp,Sacouri/Paltoane,Trendya
Sacou Anna rosu,675.0,"Sacou anna rosu cu detalii contrastanteacest sacou rosu statement este alegerea perfecta pentru femeile care vor sa îmbine eleganta cu un stil modern si îndraznet. confectionat din tesatura barbie, cu o croiala structurata si detalii contrastante negre si albe, sacoul adauga un plus de rafinament oricarei tinute. închidere cu doi nasturi, buzunare decorative si linii bine definite care subliniaza silueta. ideal pentru tinute office, cocktail sau evenimente speciale.",1,https://ejolie.ro/product/sacou-anna-rosu,https://ejolie.ro/continut/produse/11900/1000/sacou-anna-rosu_99564.webp,Sacouri/Paltoane,Trendya
Fusta Samira alba,378.0,"Fusta samira albaaceasta fusta midi emana feminitate si eleganta atemporala. designul plisat confera fluiditate si miscare, iar croiala lejera o face extrem de confortabila. poate fi asortata atât cu piese elegante, cât si cu articole casual-chic, fiind un element versatil în garderoba oricarei femei. perfecta pentru evenimente speciale, birou sau iesiri de zi.  se inchide la spate cu fermoar, are jupa si este realizata din stofa barbie",1,https://ejolie.ro/product/fusta-samira-neagra-11899,https://ejolie.ro/continut/produse/11899/1000/fusta-samira-alba_99313.webp,Fuste,Trendya
Rochie Gya neagra,459.0,"Rochie gya neagra   - stil casual, office- croi in a- buzunare laterale- maneci lungi cu mansete albe, evazate- guler maxi alb, tip camasa- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-gya-neagra,https://ejolie.ro/continut/produse/11898/1000/rochie-gya-neagra_99317.webp,Rochii de Zi,Trendya
Rochie Luana neagra,526.5,"Rochie luana neagra- stil elegant- croi conic, mulat- decolteu in v- maneci lungi- esarfa frontala cu nod pe talie- realizata din licra",1,https://ejolie.ro/product/rochie-luana-rosie-11897,https://ejolie.ro/continut/produse/11897/1000/rochie-luana-neagra_99332.webp,Rochii de seara,Trendya
Rochie Silviana neagra,526.5,"Rochie silviana neagra- stil elegant, perfect pentru o iesire in oras, sau pentru un eveniment special- croi mulat, cambrat pe talie- fronseuri si nod pe talie- maneci trei sferturi- realizata din licra",1,https://ejolie.ro/product/rochie-silviana-rosie-11896,https://ejolie.ro/continut/produse/11896/1000/rochie-silviana-neagra_99336.webp,Rochii de seara,Trendya
Rochie Silviana rosie,526.5,"Rochie silviana rosie- stil elegant, perfect pentru o iesire in oras, sau pentru un eveniment special- croi mulat, cambrat pe talie- fronseuri si nod pe talie- maneci trei sferturi- realizata din licra",1,https://ejolie.ro/product/rochie-silviana-albastra-11895,https://ejolie.ro/continut/produse/11895/1000/rochie-silviana-rosie_99344.webp,Rochii de seara,Trendya
Rochie Luana rosie,526.5,"Rochie luana rosie- stil elegant- croi conic, mulat- decolteu in v- maneci lungi- esarfa frontala cu nod pe talie- realizata din licra",1,https://ejolie.ro/product/rochie-luana-albastra-11894,https://ejolie.ro/continut/produse/11894/1000/rochie-luana-rosie_99348.webp,Rochii de seara,Trendya
Rochie Alexa cu imprimeu corai,456.0,"Rochie alexa cu imprimeu corai- stil elegant- croi in clos- decolteu petrecut in v- maneci lungi, usor bufante, cu terminatie elastica- talie marcata cu cordon detasabil- realizata din voal supersoft cu insertii aurii",1,https://ejolie.ro/product/rochie-alexa-cu-imprimeu-verde-11893,https://ejolie.ro/continut/produse/11893/1000/rochie-alexa-cu-imprimeu-corai_99352.webp,Rochii de Zi,Trendya
Rochie Alexa cu imprimeu verde,456.0,"Rochie alexa cu imprimeu verde   - stil elegant- croi in clos- decolteu petrecut in v- maneci lungi, usor bufante, cu terminatie elastica- talie marcata cu cordon detasabil- realizata din voal supersoft cu insertii aurii",1,https://ejolie.ro/product/rochie-alexa-cu-imprimeu-verde,https://ejolie.ro/continut/produse/11892/1000/rochie-alexa-cu-imprimeu-verde_99357.webp,Rochii de Zi,Trendya
Rochie Felicia cu dungi pastelate,418.5,"Rochie felicia cu dungi pastelate   - stil casual, elegant- croi in clos- decolteu petrecut in v- maneci scurte, evazate- talie marcata cu cordon detasabil- realizata din tesatura satinata",1,https://ejolie.ro/product/rochie-felicia-cu-dungi-pastelate,https://ejolie.ro/continut/produse/11891/1000/rochie-felicia-cu-dungi-pastelate_99362.webp,Rochii de Zi,Trendya
Rochie Marta cu imprimeu corai,432.0,"Rochie marta cu imprimeu corai- stil casual, elegant- croi in clos- decolteu in v- maneci scurte- talie marcata cu cordon integrat- inchidere la spate cu fermoar",1,https://ejolie.ro/product/rochie-marta-cu-imprimeu-mov-11890,https://ejolie.ro/continut/produse/11890/1000/rochie-marta-cu-imprimeu-corai_99368.webp,Rochii de Zi,Trendya
Rochie Karina kaki,432.0,"Rochie karina kaki- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-maro-11889,https://ejolie.ro/continut/produse/11889/1000/rochie-karina-kaki_99374.webp,Rochii de Zi,Trendya
Rochie Anna kaki,418.5,"Rochie anna kaki- stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-anna-bleumarin-11888,https://ejolie.ro/continut/produse/11888/1000/rochie-anna-kaki_99377.webp,Rochii de Zi,Trendya
Rochie Karina maro,432.0,"Rochie karina maro- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-bleumarin-11887,https://ejolie.ro/continut/produse/11887/1000/rochie-karina-maro_99382.webp,Rochii de Zi,Trendya
Rochie Maria maro,445.5,"Rochie maria maro- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-rosie-11886,https://ejolie.ro/continut/produse/11886/1000/rochie-maria-maro_99388.webp,Rochii de Zi,Trendya
Rochie Karina bleumarin,432.0,"Rochie karina bleumarin- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-verde-11885,https://ejolie.ro/continut/produse/11885/1000/rochie-karina-bleumarin_99392.webp,Rochii de Zi,Trendya
Rochie Anna bleumarin,418.5,"Rochie anna bleumarin- stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-anna-verde-11884,https://ejolie.ro/continut/produse/11884/1000/rochie-anna-bleumarin_99396.webp,Rochii de Zi,Trendya
Rochie Anna verde,418.5,"Rochie anna verde- stil office, elegant- croi conic, cambrata pe talie- model fara maneci- crepeu la spate- inchidere la spate cu fermoar - realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-anna-albastra-11883,https://ejolie.ro/continut/produse/11883/1000/rochie-anna-verde_99400.webp,Rochii de Zi,Trendya
Rochie Karina verde,432.0,"Rochie karina verde- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-rosie-11882,https://ejolie.ro/continut/produse/11882/1000/rochie-karina-verde_99404.webp,Rochii de Zi,Trendya
Bluza Silvia neagra,297.0,"Bluza silvia neagra- stil casual, office, elegant- guler maxi cu trei volane suprapuse- maneci lungi, cu mansete evazate- realizata din voal satinat",1,https://ejolie.ro/product/bluza-silvia-alba-11881,https://ejolie.ro/continut/produse/11881/1000/bluza-silvia-neagra_99567.webp,Bluze | Camasi,Trendya
Fusta Samira rosie,378.0,"Fusta samira rosieaceasta fusta midi emana feminitate si eleganta atemporala. designul plisat confera fluiditate si miscare, iar croiala lejera o face extrem de confortabila. poate fi asortata atât cu piese elegante, cât si cu articole casual-chic, fiind un element versatil în garderoba oricarei femei. perfecta pentru evenimente speciale, birou sau iesiri de zi.  se inchide la spate cu fermoar, are jupa si este realizata din stofa barbie",1,https://ejolie.ro/product/fusta-samira-crem-roze-11880,https://ejolie.ro/continut/produse/11880/1000/fusta-samira-rosie_99416.webp,Fuste,Trendya
Compleu Mihaela negru,526.5,"Compleu mihaela negruacest compleu modern este alegerea perfecta pentru femeile care îsi doresc un look rafinat si stilat. setul este compus din doua piese:  â bluza asimetrica cu decolteu rotund la baza gâtului si decupaj fin, mâneci trei sferturi si crepeu lateral, pe partea dreaptaâ pantaloni cu talie înalta &ndash; croiala conica, alungind vizual picioarele si oferind un plus de eleganta.  â material &ndash; Èesatura barbie, confortabila si usor elastica, ideala pentru un look impecab",1,https://ejolie.ro/product/compleu-mihaela-corai-11879,https://ejolie.ro/continut/produse/11879/1000/compleu-mihaela-negru_99418.webp,Compleuri,Trendya
Rochie Ilinca neagra,432.0,"Rochie ilinca neagra- stil office, elegant- croi drept- maneci scurte, usor bufante- decolteu patrat cu decupaj in v- volan maxi- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-ilinca-lila-11877,https://ejolie.ro/continut/produse/11877/1000/rochie-ilinca-neagra_99427.webp,Rochii de Zi,Trendya
Rochie Karina rosie,432.0,"Rochie karina rosie- stil office, elegant- croi drept, usor cambrata- maneci scurte tip petala- decolteu rotund- volane suprapuse- inchidere la spate cu fermoar- realizata din tesatura barbie",1,https://ejolie.ro/product/rochie-karina-albastra-11876,https://ejolie.ro/continut/produse/11876/1000/rochie-karina-rosie_99433.webp,Rochii de Zi,Trendya
Rochie Maria rosie,445.5,"Rochie maria rosie- stil elegant, office- croi conic, cambrat- maneci 3/4- slit la spate- inchidere cu fermoar la spate- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-maria-albastra-11875,https://ejolie.ro/continut/produse/11875/1000/rochie-maria-rosie_99451.webp,Rochii de Zi,Trendya
Rochie Elia rosu-alb,432.0,"Rochie elia rosu-alb- stil elegant- model bicolor cu croi drept- decolteu rotund, la baza gatului- maneci lungi- crepeu la spate- inchidere la spate cu fermoar- realizata din stofa barbie",1,https://ejolie.ro/product/rochie-elia-corai-albastru-11874,https://ejolie.ro/continut/produse/11874/1000/rochie-elia-rosu-alb_99453.webp,Rochii de Zi,Trendya
